"","CLL2105_T48","CLL2474_T0","CLL2479_T48","CLL2648_T48","CLL2654_T0","CLL2771_T0","CLL2783_T0","CLL3024_T48","CLL3045_T0","HD108_T48","HD110_T48","HD112_T48","HD113_T48","HD91_T0","HD92_T0","HD93_T0","HD94_T0","HD96_T0"
"ENSG00000264736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"ENSG00000264739",2.01,0,8.02,0,1,3.03,9.02,2.01,4.01,5.11,2.02,13.2,1.01,0,0,0,3.07,5.06
"ENSG00000264743",1,0,0,1,4,0,2,5,1,1,2,0,2,5,4,1,0,0
"ENSG00000264745",0,12,0,0,3,12,11,0,13,2,0,0,2,19,12,17,9,5
"ENSG00000264769",1,0,1,3,0,0,1,1,1,1,0,2.04,1.01,0,2.08,0,0,0
"ENSG00000264772",676.71,344.37,547.65,488.81,385.93,323.73,347.25,576.8,306.16,451.99,585,488.15,389.69,216.33,277.12,218.9,215.42,200.94
"ENSG00000264775",0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"ENSG00000264801",1,0,0,6.3,0,0,0,2,1,1,0,0,0,0,0,0,0,0
"ENSG00000264808",2,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0
"ENSG00000264812",1,2,3,4,2,2,2,2,4,0,0,3,3,0,3,4,4,1
"ENSG00000264829",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264840",0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264853",0,6,1,0,3.28,3.19,1,1.05,0,3,0,5,2,2,1,4,3,1
"ENSG00000264859",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264862",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264895",1,2,0,1,1,2,0,4,3,0,5,2,0,2,2,3,2,0
"ENSG00000264911",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264920",18,17,26,19,17,22,18,23,25,48,37,21,26,8,3,2,5,4
"ENSG00000264924",1,7,9,1,3,20,10,3,19,12,0,1,2,18,17,2,20,9
"ENSG00000264932",0,0,1,0,0,1,0,0,2,2,0,0,1,0,0,0,4,0
"ENSG00000264937",0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000264943",0,1,1,4,1,7.15,2,0,3,3,3,1,0,1,13,0,6,4.35
"ENSG00000264954",0,18,8,3,15,3,7,3,13,9,12,17,22,17,2,12.03,1,13
"ENSG00000264964",2,19.03,4,0,4,11,4,3,5,12,6,3,6,7,5,1,3,4
"ENSG00000264968",0,0,0,0,0,6,0,0,2,0,0,1,0,0,2,0,0,0
"ENSG00000264982",1.54,0,0,0,0,0,0,0,2.64,0,2.85,0,0,0,0,0,0,0
"ENSG00000265008",3.23,0,2.18,4.13,0,0,2.41,4.33,0,3.06,0,1.08,0,0,0,0,0,0
"ENSG00000265018",3.6,2.59,2.88,0,3.74,8.36,3.73,0,9.63,5.2,18.55,9.05,2.36,3.61,3.68,1.16,0,36.48
"ENSG00000265033",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265043",0,0,0,0,0,0,0,0,0,0,2.14,0,1,0,0,0,0,0
"ENSG00000265052",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000265055",0,4,0,1,4,2,0,2,1,0,2,1,1,0,0,2,0,0
"ENSG00000265073",0,1.7,1.65,0,7.43,0.27,0,0,0,0,0,0,5.01,0,0.38,1.19,0,0.87
"ENSG00000265091",0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265093",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000265095",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ENSG00000265099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000265100",2,6,27,4,31,8,16,6,12,16,5,18,18,30,1,15,2,21
"ENSG00000265107",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"ENSG00000265118",0,45.02,67.85,26.1,84.9,110.04,65.79,33.34,115.19,37.79,44.52,37.94,10.18,74.91,102.8,52.56,24.05,18.6
"ENSG00000265123",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"ENSG00000265136",3,0,4,0,1,0,1,0,1,1,0,0,2,0,0,1,5,5
"ENSG00000265142",0,2,4,9,0,1,5,2,5,1,0,2,2,5,2,1,3,3
"ENSG00000265148",727.8,978.44,751.57,586.64,945.93,1106.22,828.8,535.37,1027.26,731.38,694.52,758.41,724.5,498.03,230.82,633.4,95.01,362.66
"ENSG00000265158",2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265185",13.06,0,13.84,11.12,1.64,0,4.18,9.89,0,0,29.87,32.81,16.15,1.45,0,13.67,7.34,0
"ENSG00000265188",0,0,0,0,0,0,12.55,0,0,1.5,2.56,0,4.85,0,0,9,0,0
"ENSG00000265190",0,0,0,0,0,0,1,2,1,0,0,2,1,0,4,0,0,0
"ENSG00000265194",43.02,28,22,29.03,28,37,15,54,38,10,22,39.02,29.03,38,67,24,61,64
"ENSG00000265204",0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000265205",12,21,2,9,9,6,10,2,16,1,3,9,6,2,3,3,4,7
"ENSG00000265206",1101,1990,1141,740,1457,2571,1939,1508.32,2453,1578,2000,1952,1782,480,565.09,374,253,589
"ENSG00000265218",1.5,8,24,3,4,0.75,9.15,1.5,23.91,1.83,9.33,3,14.34,7.09,9.97,7,4.9,5
"ENSG00000265222",0,4,1,2,0,0,0,0,0,4,1,1,3,0,1,0,0,0
"ENSG00000265241",7618.86,2897.38,5625.54,8195.47,4242.98,3714.87,2802.27,7364.14,2642.01,5874.57,7393.4,6085.24,5171.61,2139,1847.07,2703.92,1776.6,1866.59
"ENSG00000265254",0,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000265257",0,0,0,0,0,0,0,0,0,0,0,4.26,0,4.72,0,0,0,0
"ENSG00000265261",0,2,0,2,1,0,0,0,0,0,0,2,0,5,6,0,5,5
"ENSG00000265273",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000265282",0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0
"ENSG00000265287",9.59,62.98,16.08,17.69,24.56,0,12,0,17.44,0.68,18.55,8.12,13.21,6.37,36.05,3.02,29.8,2.82
"ENSG00000265289",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000265293",0,9,7,4,2,5,4,1,18,0,1,4,1,4,1,1,1,1
"ENSG00000265296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ENSG00000265298",12,313.38,68.05,24,157,198.42,210,14.01,353.63,47.49,60,83,75,88,87,50,29,70
"ENSG00000265313",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000265315",0,0,1,0.33,0.5,0,0.5,0,2.5,1.33,0,0,0,0,0,0,1,0
"ENSG00000265334",0,0,2.15,0,0,0,0,1.11,1.15,1.07,0,0,0,0,1.05,0,0,0
"ENSG00000265337",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000265342",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000265354",2325.75,327.46,1433.54,2094.51,207.58,302.88,269.48,2277.19,296.96,1408.38,1815.57,1650.89,1543.12,233.25,204.22,298,142,189.11
"ENSG00000265366",0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,3
"ENSG00000265380",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000265393",5,4,2.11,0,0,0,1,0,2,1,8.22,1,2.02,0,0,0,0,0
"ENSG00000265399",14.05,23.86,18.83,17.62,34.81,16.81,9.64,9.82,43.73,12.7,18.28,26.89,29.52,19.06,51.39,22.46,35.38,19.84
"ENSG00000265401",17.98,2.19,22.14,14.42,4.68,4.57,7.55,8.36,2.6,15.12,20.92,9.67,14.85,5.34,0,7,8.54,2.33
"ENSG00000265411",0,0,1,0.33,0.5,0,0.5,0,2.5,1.33,0,0,0,0,0,0,1,0
"ENSG00000265413",2,4,5,2,3,5,2,1,4,0,4,3,0,2,3,1,1,7
"ENSG00000265415",0,0,0,0,0,0,0,1.37,0,0,0,2.36,0,0,0,0,0,0
"ENSG00000265417",0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1
"ENSG00000265437",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"ENSG00000265443",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000265451",0,0,1,1,4,7,1,1,0,5,11,1.05,2,0,4,1,3,0
"ENSG00000265458",20,7,23,38,15,5,22,20,18,30,20,36.03,23,1,6,5,4,12
"ENSG00000265474",49.61,3.19,24.01,20.74,5.96,0,0,21.17,8.98,20.87,9.95,39.65,6.5,5.38,2.78,6.76,10.43,4.41
"ENSG00000265478",2,6,1,11,6,1,5,1,4,2,2,0,4,4,0,1,7,3
"ENSG00000265479",160.69,170.15,259.54,191.71,173.15,270.27,260.56,167.55,371.67,163.17,204.12,195.04,145.7,130,128.12,148.55,76.27,78.38
"ENSG00000265480",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000265490",0,0,0,0,0,0,0,0,1.23,3,0,0,0,0,0,2.41,2.45,0
"ENSG00000265491",966.88,1423.53,1202.93,1268,1277.36,1203.54,1079.83,1059.07,1369.96,1342.5,1461.84,1175.71,1063.86,962.19,720.62,1391.9,540.9,796.86
"ENSG00000265494",0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0
"ENSG00000265496",2,0,0,0,5,2,0,1,0,0,0,0,1,1,0,1,0,2
"ENSG00000265511",4,9,0,7,2,7,13,5,15,5,6,3,6,5,0,3,2,7
"ENSG00000265514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000265531",1.18,0,0,1.25,0,0,0,9.27,0,1.27,0,0,3,0,0,0,0,0
"ENSG00000265533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000265542",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"ENSG00000265545",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265559",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000265566",0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000265574",1,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,2,0
"ENSG00000265579",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265590",212.55,202.92,213.14,213.06,132.62,185.64,80.75,303.94,109,246.79,278.2,246.82,199.95,43.68,66.27,56.95,56.64,28.66
"ENSG00000265618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43,0
"ENSG00000265625",2,5,5,1,12,6,6,1,7,2,3,3,2,17,7,8,11,15
"ENSG00000265656",0,5,3,0,0,0,2,0,1,1,2,0,2,0,1,3,3,5
"ENSG00000265664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000265666",0,12,2,1,8.28,4,12,6,9.22,12,9,14.51,4,25.14,13.91,27.3,33.19,52.69
"ENSG00000265678",5.17,12.63,19.49,8.36,44.35,55.28,44.18,24.13,36.13,16.76,8.95,12.88,18.52,10.58,34.05,11,39.56,20.29
"ENSG00000265681",18218.42,19302.27,20441.52,18977.48,27587.46,20036.81,14946.97,19460.48,14567.17,15713.03,20693.18,14342.22,17131.07,24703.46,19129.78,30966.7,20812.3,18359.02
"ENSG00000265683",1,1,3,0,2,2,0,0,1,2,0,1,0,0,0,0,0,1
"ENSG00000265688",25,0,12,22,0,0,0,22,0,15,11,35,16,0,1,0,0,0
"ENSG00000265690",0,61.6,26.22,23.77,39.46,30.71,64.31,22.22,130,35.9,32.78,63.86,23.19,3.17,10.37,13.02,0,14.05
"ENSG00000265692",1,4,6,2,2,0,3,0,9,1,10,11,9,2,2,3,9,3
"ENSG00000265697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000265702",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000265713",0,2,0,0,0,0,0,0,4,1,0,0,2,1,0,0,2,0
"ENSG00000265717",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000265727",0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265728",0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"ENSG00000265735",0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0
"ENSG00000265737",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265739",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"ENSG00000265746",0,1,0,0,0,0,0,0,5,0,0,0,0,0,5,0,3,0
"ENSG00000265749",10.82,8,8,10,1,5.95,2.18,1,6,10,8,7,2,8,3,0,0,3
"ENSG00000265750",0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0.65,0,0
"ENSG00000265752",0,2,0,3,13,5,4,0,1,0,0,2,0,1,0,0,3,0
"ENSG00000265753",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265763",14,0,0,7,0,0,0,5,2,2,9,11,3,0,0,0,0,0
"ENSG00000265775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000265778",3,0,7,2,2,0,0,0,1,5,3,0,4,0,0,3,5,0
"ENSG00000265787",8.64,114.15,24.04,46.63,107.21,22.63,84.28,8.39,115.85,14.57,40.65,42.31,53.76,47.44,13.46,26.94,15.68,22.61
"ENSG00000265791",1,2,0,1,2,2,1,0,0,0,0,0,2,0,2,0,0,0
"ENSG00000265794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.33,0,0
"ENSG00000265798",0,0,0,0,2.07,5.02,0,0,0,0,0,0,5,0,6.02,0,0,0
"ENSG00000265799",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ENSG00000265800",1,1,1,0,4,3,1,1,0,0,2,1,3,0,4,1,0,0
"ENSG00000265801",0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000265802",1,2,0,0,7,3,1,1,1,0,0,0,0,2,2,0,0,1
"ENSG00000265808",2582.99,2455.97,2706.74,2573,2655.7,2838.34,1934.71,2639,2335.53,2416.78,3255.91,2306.08,2664.14,1143.74,1349.78,1944.38,1115.32,1666.98
"ENSG00000265817",234.98,90.43,105.55,338.31,170.79,157.5,24.59,234.76,58.89,155.63,199.12,116.12,224.38,67.62,64.64,58.82,116.28,25
"ENSG00000265845",0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0
"ENSG00000265863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
"ENSG00000265881",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000265882",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000265888",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265907",9.16,14.28,12.26,32.31,30.46,12.29,4.09,4.06,13.27,8.14,10.19,26.45,13.17,43.79,69.45,44.62,48.2,22.45
"ENSG00000265908",0,6,2,1,8,0,1,1,5,0,0,0,0,14,9,5,9,23
"ENSG00000265912",2,0,4,2,0,2,0,4,2,1,0,0,3,1,0,0,0,0
"ENSG00000265916",0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,4,0
"ENSG00000265936",0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0
"ENSG00000265939",0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
"ENSG00000265942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000265943",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265967",0,1.4,7.97,2.5,2.09,4.72,0,0.08,0,6.23,1.09,0.82,0.99,11.64,0.64,4.13,6.25,3.39
"ENSG00000265972",3496,23529,7048,5140,10457,11585,6115,2574,15366,4780,6488,4362,3789,7896,7446,13607,11268,10521
"ENSG00000265975",4,2,4,0,2,5,3,3,6,3,1,1,3,0,0,0,3,1
"ENSG00000265987",0,0,0,0,0.72,0.81,0,0.95,0,0,0,0,0,0,0,0,0,0
"ENSG00000265992",0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0
"ENSG00000266010",0,4,0,0,2,0,7,0,5,0,0,0,0,0,3,1,0,13
"ENSG00000266028",669.15,628.48,459.29,1282.6,610.75,785.67,797.06,976.58,872.34,1007.97,991.63,1002.95,972.71,744.36,508.5,900.08,255.62,444.17
"ENSG00000266036",1.29,0,0,0,2.84,0,0,6.47,1.52,0,5.67,0,0,0,0,0,0,2.94
"ENSG00000266049",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ENSG00000266053",11,36,16,5,41,35,36,11,38,10,8,16,7,21,28,20,25,20
"ENSG00000266066",21.93,12.94,20.12,1.44,28.02,4.03,34.73,1,29.44,50.16,21.42,31.98,14.02,0,23.2,12.02,47.11,12.79
"ENSG00000266074",3,0,1,7,0,0,3,4,0,3,0,3,0,0,0,1,0,0
"ENSG00000266075",0,1,0,0,0,0,0,3,6,1,2,0,0,0,0,0,2,0
"ENSG00000266076",3.76,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0
"ENSG00000266079",0,2,1,0,2,1,0,0,10,0,1,0,1,4,4,10,4,2
"ENSG00000266086",154.69,904.02,261.15,115.61,1453.21,769.99,682.05,131.07,462.77,76.38,198.88,133.14,181.13,657.03,1180.29,644.28,474.47,975.78
"ENSG00000266088",21,35,59,34,19,9,56,27,35,30,36,17,35,14,33,13,17,13
"ENSG00000266094",8911,5975,7818,6013,9166,8084,7784,8119,7553,10501,11849,13221,10560,8010,6760,10207,5463,6228
"ENSG00000266100",0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000266101",0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0
"ENSG00000266106",0,2,0,0,0,0,3,1,1,2,0,0,0,1,0,0,1,0
"ENSG00000266111",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000266126",2,3,0,0,0,0,0,0,0,2,2,1,0,0,1,2,0,1
"ENSG00000266145",1,4,0,3,4,3,4.06,1,4,0,4,14,3,1,4,0.53,2,3
"ENSG00000266153",0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000266171",2.01,4,4,4.03,0,5,3,7,3,4,3,2,6,11,6,11,12,58
"ENSG00000266173",890,937,810,914,768,983,738,960,1058,999,1114,1057,1020,610,764,862,688,642
"ENSG00000266184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000266187",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000266202",0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266208",35.07,17,36.06,54.74,2,13,7.13,50.56,16.19,21.1,29.26,59.86,38.22,9,1.18,0,1,6
"ENSG00000266236",15,16,14,12,42,16,22,7,27,26,14,30,26,19,29,5,12,20
"ENSG00000266237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ENSG00000266242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000266256",1,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000266261",6.19,0,1.28,5.33,0,0,1.36,1,0,0,2.12,0,0,0,5.8,0,0,0
"ENSG00000266265",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ENSG00000266278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000266283",0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2.01
"ENSG00000266289",13,9,4,5,8,2,0,13,14,1,6,1,2,0,4,3,4,2
"ENSG00000266290",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000266302",0,0,0,6.09,0,1.43,12.6,0.32,7.86,18.59,6.75,1.11,21.65,0,0,0,13.43,0
"ENSG00000266311",0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266313",1,0,0,3,2,1,0,0,3,0,4,1,0,0,0,0,3,0
"ENSG00000266338",668.95,1753.19,1975.22,239.86,3561.53,3655.37,2751.75,568.08,5392.62,1037.22,1567.7,1136.01,816.11,1142.11,2452.29,1324.89,2550.49,1832.59
"ENSG00000266340",10,18.89,9.78,4,33.79,15.72,10.32,1,19.77,0,15,6.54,8.5,10.74,13.17,8.18,21.67,16.59
"ENSG00000266365",0,0,1.01,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0
"ENSG00000266368",0,6.3,1,1,0,1,2,4.11,1.01,0,0,0,0,0,0,4,0,0
"ENSG00000266369",0,2,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"ENSG00000266371",0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000266373",0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0
"ENSG00000266378",0,9,7,1,3,2,1,0,1,0,5,2,0,1,4,0,2,2
"ENSG00000266385",0,2,0,2,1,0,1,0,4,1,0,0,0,0,0,0,0,5
"ENSG00000266389",2,5,0,4,0,3,4,2,6,2,6,6,2,0,0,2,0,3
"ENSG00000266397",0,0,3,0,0,0,0,0,0,3,2,1,3,0,0,0,0,0
"ENSG00000266402",6,2,8.1,11,5,11,12,16,8,4,9,8,6,8,1,4,11,6
"ENSG00000266405",11,44,32,23,23,47,17,15,40,24,38,9,22,14,21,23,21,13
"ENSG00000266412",6545,3104,5263,6329,3027,4099,2283,6663,3254,5681,6783,5782,5678,2300,2027,4243,2132,2121
"ENSG00000266445",0,1,1,0,2,3,2,0,5,1,1,1,4,3,8,15,8,12
"ENSG00000266446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000266456",2,0,0,8,2,0,0,3,0,0,1,0,2,0,3,0,0,0
"ENSG00000266466",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266469",0,37.32,7.5,14.22,13.06,0,6.7,3.6,25.83,12.53,13.96,25.27,28.87,44.83,5.47,52.56,11.89,0
"ENSG00000266472",1478,801,1388,1619,1001,953,803,1551,789,1452,1655,1239,1362,559,547,824,468,371
"ENSG00000266473",0,0,2,0,4,2,1,0,2,0,0,0,0,3,4,0,2,6
"ENSG00000266490",11,20.25,14,22.18,6.09,17.05,10,13.05,5.06,19.13,15,6,9.15,4.02,18,6,18.23,10.04
"ENSG00000266495",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000266498",0,6,0,0,2,1,0,0,4,0,1,1,2,1,8,0,4,2
"ENSG00000266501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"ENSG00000266513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000266524",11,7,7,3,7,17,2,0,18,4,2,5,2,0,4,3,3,0
"ENSG00000266527",5.1,0,0,0,3.98,0,8.34,0,2.18,0,0,0,0,2.1,0,0,0,0
"ENSG00000266538",0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0
"ENSG00000266573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000266598",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ENSG00000266601",1,0,0,2,3,8,4,0,4,3,3,3,1,5,0,1,1,0
"ENSG00000266605",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266610",0,1.63,0.98,0,0,0.93,1.9,3.41,0.08,0,0.63,0,0,1,0,0,0,0
"ENSG00000266642",80.68,116.21,76.87,114.66,183.11,116.49,27.46,43.11,34.53,90.86,166.69,0,87.3,195.79,198.31,166.21,122.16,144.56
"ENSG00000266644",0,2,0,0,1,0,0,0,1.67,0,0,0,3,0,2,0,0,0
"ENSG00000266648",2,0,6,11,1,0,0,3,0,1,2,1,0,0,5,2,2,1
"ENSG00000266651",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3
"ENSG00000266654",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0
"ENSG00000266664",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000266677",0,6.48,4.27,0,30.77,7.48,15.06,1.05,18.31,0,7.76,5.34,0,6.3,6.32,15.95,5.28,3.1
"ENSG00000266680",4,5,2,0,7,4,2,4,2,2,3,2,2,4,1,0,1,11
"ENSG00000266707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000266708",6,15,2,3.02,2,21.33,9,13,1,5,5,2,10,13,9,6,17,16
"ENSG00000266709",64,25,36,47,46,22,19,39,41,63,93,86,109,84,107,149,132,112
"ENSG00000266710",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000266714",119,450,444,65,754,635,532,75,1763,177,551,1948,265,194,328,273,534,219
"ENSG00000266717",0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
"ENSG00000266718",3,2,3,3,7,6,1,1,14,2,0,0,4,0,8,0,0,2
"ENSG00000266728",0,0,0,0,0,0,0,3.46,0,0,1.69,3.33,0,0,0,0,0,0
"ENSG00000266733",3,0,0,0,3,3,2,6.26,7.73,6,0,6,2.24,1,3,0,4,0
"ENSG00000266744",1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000266770",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266775",0,0,0,3,0,0,0,0.74,0.27,0,0,0,0.76,0,0,0,2,0
"ENSG00000266777",6,80,32,13,60,71.85,91,14,160,16,20,41,25,31,77,25,53,41.65
"ENSG00000266783",18,6,10,16,6,19,2,34,5,13,22,9,9,3,7,3,23,20
"ENSG00000266801",7,0,4,0,0,0,0,5,0,5,1,4,0,0,0,1,1,0
"ENSG00000266803",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000266805",1,6,0,1,0,2,0,0,0,0,0,0,0,6,2,0,0,0
"ENSG00000266820",17.02,275.69,36.76,16.14,140.69,147.75,115.05,1.68,214.9,40.98,74.56,12.31,68.57,80.21,81.5,67.36,34.59,39.65
"ENSG00000266821",0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0
"ENSG00000266824",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266826",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266835",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
