metabolite,786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,CCRF-CEM,COLO 205,DU-145,EKVX,HCC-2998,HCT-116,HCT-15,HL-60(TB),HOP-62,HOP-92,HS 578T,HT29,IGROV1,K-562,KM12,LOX IMVI,M14,MALME-3M,MCF7,MDA-MB-231/ATCC,MDA-MB-435,MOLT-4,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H522,NCI/ADR-RES,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PC-3,RPMI-8226,RXF-393,SF-268,SF-295,SF-539,SK-MEL-28,SK-MEL-5,SK-OV-3,SN12C,SNB-19,SNB-75,SR,SW-620,T-47D,TK-10,U251,UACC-257,UACC-62,UO-31
4-Guanidinobutanoic acid,-1.1957101069209557,-0.4734033964244446,-2.3886401009231006,-3.314427256992693,-2.4224261311691713,-0.7610904228706605,-1.596136418670647,0.58044826106606,-0.5521528303551886,-2.6356460472639256,-0.7699109766251198,1.0245023434884857,-0.767782632355754,1.059495649780045,-2.8198467350011915,-1.8350651424434652,-1.9819621119371664,-2.4975198602955935,-2.4424186805026284,-0.5786239567905849,0.2487358792433891,-2.963166887895164,-0.7338223086504776,-0.42244904587674625,-0.6611727509451981,-2.950228894613341,1.2144801061282475,-0.00171012719398078,-2.3281139523031333,-0.3654618842410837,-2.157180935824885,-2.0386620423069273,-2.292098061379078,-2.2034036315347025,-2.7216407571219214,-1.9290092116853996,-1.758865496025768,-2.3835469116226795,-1.996025745108665,0.0282386288359806,-0.9187309817362844,-2.3097664450511335,-2.7820104969436654,-2.576333548438689,0.3887041371530131,-0.3312861229434443,-2.167995626043493,-2.5702631921128267,-2.1600654060748647,-2.3423137626248094,-1.4405059351502991,-1.8676114406146531,-0.2928948227769457,-1.89611600902142,-0.088816337236576,-0.4826883959437662,-0.7557392381438799,-2.9077884710441264
5'-s-methyl-5'-thioadenosine,-3.4446232172292053,-1.5819036031217737,-0.7238458007776849,0.6982607870996045,-1.063851388368935,-0.5783433079658202,1.5507503572458976,-1.6772934713040204,-3.0412132236881657,-3.2605408052319156,-0.20512853122298225,0.2706507038212749,-0.3139919686050501,-0.893247069039873,-3.4905118884602713,-2.4390364880990223,-2.5404918621509456,-0.9029365984755148,-0.31541117217849823,2.035418644294012,-0.41998793896223496,0.6057498777132189,0.9292138221687232,-0.4303433443022495,0.08722456377506127,2.0378028828877284,-0.3873178424840731,0.7169248540224782,-2.8235189099357685,0.03681456526657634,-0.8782278216341712,-2.497544117450272,0.01422169473124235,-1.0598346972887098,-0.255643470175146,-2.5351275478348416,0.18602952209799103,-2.9340206862395046,-0.33311202809555773,-1.9041990660988304,-3.13255167672993,-0.11529451574680216,-3.0957990797693533,-3.011388560585875,0.18011441049889854,0.4008530435797457,-0.1873221739745841,-2.8993805588084376,-2.707682327874732,-2.7813808726732354,1.0083394979965092,0.5826394346599937,-1.2999081453068664,-0.34184508807389236,-1.3918229931010062,0.16953780072342717,-0.39049459203141446,-3.417196413691478
5-oxoproline,0.6023512131797126,-0.4376124381261661,-0.4578425174545124,-0.9809160543044984,0.5257229151959262,-0.11171432507604706,1.1069069215596006,0.5975349571834503,-0.06914902221461716,-0.5851380888872413,1.813175534929421,0.5984307615049271,0.09452790451023318,0.978416243248585,0.26762325385072927,-0.16892191901246534,-0.25334261707255123,-1.0811897659630905,0.20815887738033467,1.4694503940989885,1.2518163802407898,-0.34464532969823836,2.3642956296714743,0.0442966096276951,0.5357703993945009,0.7374493773204076,1.1234392058097793,1.002958527771309,-0.16006136161463402,1.2417677268578815,-0.1258200607725275,0.04969961781430143,-0.1793174418252761,-0.9244252395973876,-0.2613561470395247,-0.4615486318569886,-0.4462441967083404,-0.16067413163285593,0.02940130803942153,0.5878819298478195,-0.7793172645193351,-0.13194101913034473,0.6051269824645544,-0.14354286064024535,1.211330053926858,1.6883409880571865,0.9369199059613944,-0.4953676571540502,-1.0327329897578696,-0.6876224335732424,0.9221882627834308,0.19745782240516083,0.18267207672726293,-0.01897075712493112,-0.29048442371130534,0.15070752896629713,1.0714259908561663,-0.6521281672113783
56-dihydrouracil,-2.2473458822198253,-2.5526911283502143,-1.840296195400953,-0.32552565103204323,-1.8170062347614424,-2.6250936334341253,-1.019780826805123,-2.2952748208194897,-1.924307856517685,-1.9373352141052127,-2.401815545145684,-2.0469155137187975,-2.2648588131634906,-1.06678003552694,-2.0899606187815785,-1.1518079461897637,-1.3325940273706518,-1.811478911737909,-1.7443460772847337,-2.102436982410217,-2.3386922335550357,-0.33899255705081544,-2.086856103318448,-2.4454418853255424,-1.841473411177752,-0.3623487369924838,-1.6750765491835953,-1.732195133517183,-1.729069307064667,-2.3164194682356136,-1.5352465108242663,-1.4706407462424966,-1.7136419750365717,-1.5458093023239936,-2.171797048732776,-1.2441922274356232,-1.7158243906058956,-1.740364007392713,-1.2999922914626794,-1.5198075535740845,-2.0500787583481213,-1.6701733413913198,-0.7594453864977915,-0.9144106781293244,-2.770007434705449,-2.776404638969364,-2.281058512741555,-2.125344038975463,-1.5191121294937453,-1.7917265521815615,-2.33785895972275,-1.0884895637926553,-2.647120540668152,-1.8651949490905064,-2.042228920737032,-2.450218157466777,-2.4767140677682375,-2.29717906430064
56-Dimethylbenzimidazole,-0.35764753208118627,-0.8249169969520764,-1.4357765348136926,0.5882512195474661,-0.578913359194738,1.0013336411514402,-1.344384049265459,3.4313557510268087,2.1733932831528513,0.05202284644800237,1.2169030446934368,0.8617226952717765,0.9076112320466851,0.47362100166943755,0.31929008954340965,0.9001688879192695,-2.8927921956692355,-1.2801609354750427,-0.9265293666526242,-0.01014172148901693,2.7876646704797956,-0.4488533638165304,-0.0208457475833601,0.3034479254287934,1.9550538468934509,0.35593649193656063,0.068849768059696,-0.6978096063529566,-0.15037384458001668,0.7808042837838993,0.4254076801687426,0.6326366353740234,1.942694912946248,-1.1656618846607572,1.4745823528874364,-0.3061599992285018,-0.8914462299032486,-0.7382131656861404,0.31251287023389196,-0.43507747911110073,0.5810823018599827,-1.6885242763004609,0.680097501978592,-0.21485134323025612,-0.12242918652545144,-0.13947252962591428,1.9251454858818633,-1.1304861774825854,-0.753097238269337,0.5381364998964706,-0.4118257348902379,2.561313192439979,0.45093055738061416,-0.537601765504343,-0.502699806072064,-0.8670378666696443,-2.643782401206126,-1.1113676678085778
6-phosphogluconic acid,-0.5919787836770851,-0.2985241647018704,-0.26000733201164117,-1.2276785956645109,-0.9574286681570898,-1.0758758607096697,-2.7629438098640673,-0.8136836276787491,-0.2736742652911026,-0.7019983653052879,-0.533112627877161,-1.5143140631223255,-1.7304712425018725,-2.16392044745525,-0.06187258094742276,-3.4973265648702387,0.5858810012695113,3.023415436821681,-0.45229523126784166,-1.869317556160211,-1.1553512472698362,-0.15641001980782931,-1.9039508181126292,1.1585663842039915,1.0106654700708937,-0.7312377497042686,-0.8859997616990096,-3.432873524943913,-0.43319360257877015,-1.2219445163930374,1.0171252535258652,0.01066086202761695,-0.03747459501657246,0.365191931606871,-0.1340580772735418,0.5988640938222538,0.9889626395089852,0.04283647168480975,-0.3531926613568306,-2.0437000596493675,-0.08762211732398484,0.224178235391868,-1.343342092336254,-0.9218494555535665,-0.2728626791161055,0.5775402212387579,1.172807907543147,0.16370298121645455,0.22717432579064045,1.0829527173817404,0.5989297306993304,-2.163328942288195,-0.27267619304911683,-0.16950428964798014,0.7830722585664578,4.28203195845321,-0.49384646261544063,-1.647866536873189
acetylphosphate,-1.1957101069209557,0.0959020601203644,-2.4123784784619113,-0.2770498891752844,0.4491842435339226,-0.62619248098874,0.7936185249497232,-2.801473951702392,0.15491632453937143,-0.25177300973173367,-0.9130182459652304,-0.8394240340103103,0.1465899572864107,-1.7446780299557665,-0.18065262221949396,0.6104252306555846,1.469414890760099,-0.0086670107418687,0.0292813246596495,-1.0060575207820597,-0.8297439032905736,-0.567774575012109,-1.0342590560612963,-1.788626239075178,-2.431370627520963,-0.832076875135952,-0.9309697312591688,-0.03026666780889186,-1.6342066998036842,-1.7741909628285084,0.972879903740086,-1.0393484060922695,-0.18125445413206265,0.6814315482995337,-0.01950539065263612,0.5844892551727767,-1.6924560643407602,0.6918244984570538,1.1649177934957304,-0.6206279777593142,-0.596779250064909,0.9411644245404228,-0.3169955536826379,-1.0010499773975097,-1.886144742523873,-1.5979504343609443,0.7156588703993183,-1.049187931581817,0.8778037595952917,0.33240922762640857,-0.977682944497527,1.1906269879454765,-1.007107034566877,0.31523414454150966,-1.2162868353271143,-0.8202901915269809,-0.9466866524847832,-0.04502768271240853
adenine,-1.552132967394738,-1.0792693793834038,-2.993994089568022,-0.8898564399826441,-0.35546174375894957,-0.32624478669936074,0.7952081321198126,0.1175351287891626,-3.2451037599351595,-3.5282591452604235,1.177324350760669,0.7412216325378154,-0.15709290068662263,-0.3765644192590454,-3.785424455894689,-2.6947993378641977,-2.7711077408606357,-1.830879185575326,-0.6363948034654143,0.5863311004490068,0.736499251253619,-0.20057596203956865,1.9161192262894993,-0.13008488062579104,-0.1477047820939461,-0.33677463833113386,1.0618248478744974,0.6518007237233547,-3.021158680794149,0.764269570428354,-2.892733920985016,-2.677086919689298,0.3155890844336877,-3.009185476635057,0.6285310879795283,-1.970853110823442,-2.5049079377105707,-3.1602925751037434,0.07269232685617233,-1.0556197732649988,-2.817943731790809,-3.079433865806097,-1.267335386262336,-3.1794727437756167,0.42091921725596215,2.5243174430907462,-0.49311220037238535,-3.0197857259812846,-2.932435475733632,-2.951378534600228,0.06001539881539664,-0.1488607053962543,-0.910223359101038,-0.8584452387135002,-0.6887301546307363,0.4267025914680431,0.6345022416422008,-3.621933660435799
adenosine,-0.4691686144600613,-0.36420004657640703,-2.890364607563531,0.4495782089053648,0.08833666780411598,-0.21230800866017496,-2.135591114232203,-1.1246542373058137,-3.119348972161725,-1.32125200946183,0.5071858067910551,-0.522345307148349,0.6442589664659426,-2.3608492372220624,0.5648703292674799,-2.535972578108016,-2.62836717441117,-0.1477215771574425,-0.5259372081315359,-0.07073313127852998,-0.10742268240443131,-0.5350915966635128,1.4197800615549152,0.0213279537394726,-2.9310239869793824,0.9813931313007772,-0.44150052519626826,-0.6737589511199715,-2.89935921953093,0.06794394811319115,-1.1558813527557923,-2.5667045165925453,0.11552762920560866,-2.8627122761487698,-0.26422099055622184,-2.6324994729401254,-2.441207017559236,-2.667096069126429,0.09262363847700604,-2.8909018989197293,-0.15222340468601736,0.02458816042528866,-0.996259822868649,-3.076293140497554,0.04194665171722178,-1.6330102977037306,-0.5228328158879147,-2.946344407176688,0.10608182410669008,-1.3069311808884665,-0.35824664961099906,-0.8298261126597168,-0.5076518096721436,-0.6229666114815178,-0.5758106961229608,-1.4625733392677178,0.5565109743585666,-0.06359122569184628
alanine,-0.7198431259734672,-0.5627726318581363,0.4543155574787878,0.6873725825295551,-0.40926039296474137,0.00189558659735133,-0.5965009522158482,0.1659189342801639,0.2512433534455685,-1.2548148272081256,0.4862133287271977,-0.10079229138181488,1.2961514697952072,1.1963969658697202,0.12538312295193244,0.1980970053668152,-0.4629273917564234,0.124884396950657,0.05756815477256438,-0.26945766392897674,1.0882382214257973,0.8299343488848816,-0.0025773931052484,-0.4329844055369598,-1.294038617270182,-0.21350079120218624,-0.41900013651311774,1.609212515032377,-0.5711387273351356,-0.5073769688985124,0.26910519937884914,0.6441613327941962,-0.8252607774312395,0.0237944426891925,0.8413860756344782,-0.09476657743976702,-1.469527600278152,-0.3596695018335456,-0.2905397217709549,0.4869294302999876,-0.3565601558301523,0.34338134854970725,0.8337286760549372,0.08642481792840329,0.44702574965868,-0.7062761813431973,-0.6175415488839757,1.1138885382860586,0.5624908788454235,0.35082070945951926,-0.3661577583449578,0.1013813750152508,0.13906588647219387,-0.3894504165532205,0.487587209375441,-0.23855148923498248,-0.02302849583096922,0.5137686778050945
allantoin,-0.1618670372940212,0.5054481451047739,-2.4610598548167415,-0.36231664227401694,0.35679924899666204,-0.6594849810183465,0.8680103418643021,-0.30136177109065443,-0.3133189481900338,0.4370211578335468,-0.6335922965619396,-0.01551752214691326,-0.1348251073125386,0.34090761506025835,-0.4244219212656208,1.1439516589103782,0.5891321173009203,-0.02906325645850316,-0.410365837361077,-0.05066703059297595,-0.21129200360879707,0.02000762341734763,-0.1924413428350391,-0.40938712129890753,-0.9654922089691792,0.291799348046764,-0.48554775971186714,-0.12129881479605233,-0.2732531440794883,-0.5131241518069967,0.06858579755019711,-0.5476837078627934,0.3695126768300625,0.6998910365381334,-0.3422894079043779,0.7155914048836927,-0.03129196754349017,0.20380822000942975,1.143580559736126,0.5952495552517245,-0.4273079024446336,0.635393636820833,-1.0500867570257606,-0.11200167982636168,-0.4746205228004303,-1.0980091407459651,-0.5792375004663324,-0.28325273052067246,0.657133081946581,0.0688542426502714,-0.42278453424110474,0.9078144238558128,-0.3161571240805934,0.14796834380703316,-0.4472397723190973,-0.3452432611229206,-0.3914727353299341,-0.5011123924189871
alpha-D-ribose 5-phosphate,2.0476330329119925,-0.4299479081883568,1.4156286888987264,1.9843912213962651,3.6160316522715856,-1.8249536643813815,-2.1115650737891665,-3.1860624722036297,1.150935326878301,0.7638422645208305,-1.777063936312599,-3.100951802697808,-3.4956966442322264,-2.3310170085393382,1.1618975082004876,0.5006481805439602,0.8912755841987732,2.382877760675136,-1.3433311171432667,-3.0746778101125907,-3.2292324955728384,-1.4551281357605914,-0.9339172688580816,1.5806586923495145,-1.4198455891140744,-3.760957857687969,-3.140673677424211,-2.803402917671906,-0.5480600750427751,-3.251680388132785,-2.734255966837358,-0.685141268303731,-2.8102390163969853,-0.2907301878682471,-0.805979159330148,-1.800834960748598,-1.628969251397697,-1.1560057762415603,-0.8418870960339344,-1.887672877635304,2.709904177280068,-1.1249599767952343,-0.793101122543094,0.2476283531466983,0.0577933978340841,-1.2377479768571575,2.01851165665288,-0.5070582630045735,-0.731773487709324,-1.129715327383817,-3.315946097598057,-1.622314048295931,-1.2125820310420643,-3.120052937770665,-0.16263474712640935,0.8846188838321627,-3.199811687443635,0.5702475025481171
alpha-keto-glutarate,-1.7160201378785356,-1.98265759563594,-1.3645776869625417,-2.077993891649883,-1.3076865586994852,-2.123056395306694,-0.5273198069024296,-1.858987326729595,-1.412838606156476,-1.3775797481711978,-1.937818420396682,-1.564232478835886,-1.7388430245915654,-0.5333551234024139,-1.514154380798753,-0.5999085259525927,-0.7987999232732221,-1.2581069923780976,-1.1847202996525308,-1.0206209341838903,-1.902477591286586,-1.8621382089923315,-0.5126090448313896,-1.40481711038347,-1.3555712771277113,-1.5876897689052545,-0.6905508942154377,-1.2450238651060888,-1.2234014281598222,-0.4832036792729824,-1.0165959980824244,-0.9831053867419746,-1.219935865941788,-1.0075556302155153,-1.6951582633871247,-0.691473689364333,-1.5724182742131632,-1.209937867368084,-0.7414310806409805,-0.9704901633032836,-1.547530507351322,-1.141718763609869,-1.955118910873064,-1.554407029741566,-1.4476976632133072,-2.336444756226105,-1.8069183552614545,-1.716271162290556,-0.9899135217146258,-1.314648078138957,0.03420226897986112,-0.48872175679181673,-1.4736386783577853,-1.333816751396833,-1.4380838669126188,-1.966358229203422,-0.7569993013915592,-1.784888851935838
